klist,llist,seuratnotieari,seuratwithtieari,pcaldarimax,pcaldarimin,celdagari,celdacgari,filteredL,seed,beta,delta
20,120,0.018265497748322,0.0180879843757193,0.00647909158228242,0.0406131421044597,0.0610235293032781,0.492350849999282,119,12416,20,20
20,130,0.0215151702019396,0.0205666721785723,0.0421113012985296,0.0199234082961488,0.0577181415647072,0.565804404265548,129,12417,20,20
20,140,0.0222580547625406,0.0226661121508841,0.078966324482502,0.0224051271617142,0.0766452735108168,0.363124643793686,137,12418,20,20
20,150,0.015248908852505,0.0153224525999646,0.0359265659410759,0.00844373078198385,0.060554362360107,0.4840511780131,148,12419,20,20
20,160,0.0234653082366139,0.0220894616073181,0.0806560062706939,0.0399571742647767,0.0544732954624041,0.500972518561035,156,12420,20,20
20,170,0.0089093918109006,0.00857046169477646,0.0381119736784056,0.00953196879370826,0.0306080000103546,0.455854236335191,168,12421,20,20
20,180,0.0130071505914238,0.0123200302816511,0.0335818911562448,0.0128803767980566,0.0516809807332136,0.35432272855498,176,12422,20,20
20,190,0.0187819091102365,0.0204844103140886,0.0679127755304465,0.0107755033063461,0.0473272615107875,0.271504721389049,187,12423,20,20
20,200,0.0126043736411262,0.0133367038366938,0.0119017810957569,0.0452092776772846,0.0308736157707662,0.554978319503127,197,12424,20,20
20,10,0.148482416228229,0.148550925453216,0.211990978249173,0.101103704786675,0.66642249063899,0.956565886024203,10,12425,20,20
20,20,0.0948512007822646,0.0952343914054844,0.0771615511895481,0.0770456050045616,0.423645281086103,0.932698915834427,20,12426,20,20
20,30,0.0715555321835601,0.0718008919905549,0.0506823304731961,0.150839539789428,0.415962304450326,0.89308520022042,30,12427,20,20
20,40,0.040160683025621,0.0410057929859698,0.0516127292806765,0.0488410251115263,0.27751068735808,0.877611833984082,40,12428,20,20
20,50,0.0300351216114158,0.0308701591544248,0.0704890669097786,0.0227695879855484,0.13329005106588,0.859439025555845,50,12429,20,20
20,60,0.0289327173489983,0.0288506955161228,0.0457105635409137,0.039733667886652,0.210234277269849,0.862915116358437,60,12430,20,20
20,70,0.0158472838054212,0.0155461748381934,0.0114208161909629,0.0199377559546952,0.0561957837771004,0.702663264184144,70,12431,20,20
20,80,0.0232736705205515,0.0242205259991796,0.0396411960075957,0.026237071736852,0.0965872986663035,0.748758964381687,80,12432,20,20
20,90,0.0195779469096173,0.0198434680569788,0.0103324672984297,0.0275750844640228,0.0982360946526115,0.809431804277198,90,12433,20,20
20,100,0.0181574141587177,0.0175737892146834,0.00876571122242383,0.0456024024811483,0.0655218674792182,0.611721443879555,100,12434,20,20
20,110,0.0125405073776945,0.012318702515961,0.0138456657231434,0.0222779603511712,0.0511176487898768,0.570994850767404,110,12435,20,20
20,120,0.0219241707342955,0.0215537211493459,0.0419798445010605,0.0839978877907863,0.0749069440126478,0.454306165539929,120,12436,20,20
20,130,0.0138930490699163,0.0138526456044757,0.0115240296084793,0.0298780265086339,0.0528674358880845,0.573109026142074,129,12437,20,20
20,140,0.0150258745418034,0.0144061155519547,0.00756069745463851,0.0284694669575552,0.0484068732038174,0.557472515261962,138,12438,20,20
20,150,0.0118652332466137,0.0110313389806635,0.0110796597016431,0.017030745122354,0.0206109082516332,0.506317810884415,148,12439,20,20
20,160,0.00673415110983446,0.00690934782322793,0.00381456003449045,0.0328687878406304,0.0510254553138635,0.221315832010649,158,12440,20,20
20,170,0.0101856324877118,0.0108329598077672,0.0386007238614979,0.00555976714542617,0.0348940011303471,0.45650989190485,167,12441,20,20
20,180,0.0161154905457372,0.0152422710451041,0.0280272416637844,0.0230197939493165,0.0290904259085158,0.31059921669182,178,12442,20,20
20,190,0.00707467341035172,0.0068470355514482,0.00784543195073237,0.0135350957483878,0.0224256927882033,0.389123085411125,187,12443,20,20
20,200,0.0212090345262066,0.0193129280343743,0.0484944273471547,0.00940653915039755,0.0426339867816382,0.408197422768887,194,12444,20,20
20,10,0.121216461831264,0.120831853564483,0.151773781734989,0.149461964206968,0.936289796665468,0.986824660937615,10,12445,20,20
20,20,0.0936876137641055,0.093892211777259,0.0593575476001175,0.136231257126814,0.402651883928827,0.955967862695942,20,12446,20,20
20,30,0.0477552837904418,0.0471245364336704,0.040818998739497,0.0569565674964631,0.389576499236346,0.941198505926521,30,12447,20,20
20,40,0.0719952265412755,0.0718391983752216,0.0276699855138056,0.187995522367355,0.226754518167974,0.820009993545606,40,12448,20,20
20,50,0.0349886759723686,0.0359056211244109,0.0276516149119277,0.155212201106339,0.102659187396952,0.83303279437122,50,12449,20,20
20,60,0.0253361362969881,0.0257135114334825,0.0196982049569618,0.0520655844921126,0.123482764548014,0.616100719091465,60,12450,20,20
20,70,0.0337611975166504,0.0339213511540422,0.0469362595704764,0.0188757758789235,0.226356616192311,0.56211891515357,70,12451,20,20
20,80,0.032929583188085,0.0322222014674191,0.0299594836601235,0.0488490265669687,0.0851626768342182,0.781779067303607,80,12452,20,20
20,90,0.0228225267776848,0.0227430548146171,0.022354009299139,0.0357990265132286,0.0985253356373124,0.531659216877547,89,12453,20,20
20,100,0.0160928583766734,0.0165773979742389,0.0414102485279603,0.0143490151414102,0.0413187941037639,0.495256560715938,99,12454,20,20
20,110,0.0104953793115727,0.0118948364938871,0.0228843866934847,0.010326379851109,0.0620653081877602,0.60895849765602,110,12455,20,20
20,120,0.0128181092144155,0.0125553372957007,0.00394216515186208,0.0301169091463979,0.0710029427373245,0.369736639130404,120,12456,20,20
20,130,0.0123202608657575,0.0130721802079963,0.0314080580494708,0.023210109405425,0.118015480591131,0.476751140372875,128,12457,20,20
20,140,0.00845326874657063,0.00813852891962137,0.020762764006738,0.0113874411617929,0.0344404682400346,0.405085516580492,140,12458,20,20
20,150,0.0102111154722603,0.00937971067518452,0.0165930879918389,0.0364092725427136,0.0824854163612133,0.45536499686787,149,12459,20,20
20,160,0.0125562837211612,0.0116840125767982,0.0326334282529134,0.0136610585225672,0.0291984522649011,0.408204200555917,158,12460,20,20
20,170,0.0141512635061047,0.0136419336748344,0.031255073104522,0.0345107674671612,0.0656907236818961,0.459656120965243,164,12461,20,20
20,180,0.00918230090419614,0.00863710512975585,0.00938012229155373,0.00994410298685947,0.0476951745918547,0.357606883204156,176,12462,20,20
20,190,0.00897338489082973,0.00858587033879269,0.0475321549627966,0.00583965288270266,0.0385375245758469,0.340377843057921,188,12463,20,20
20,200,0.00977291468057904,0.00902792150935717,0.00233085848466634,0.021042545764055,0.0167021550829343,0.327591627986532,197,12464,20,20
20,10,0.359313334684905,0.358912526479084,0.164141856692543,0.392165384312944,0.738862970943449,0.999261894289981,10,12465,20,20
20,20,0.111179894220157,0.110338902777996,0.16566257931065,0.0289314967592222,0.409678532885004,0.924082556524661,20,12466,20,20
20,30,0.0818546566744778,0.0808844212780014,0.114540268700215,0.0265001184952153,0.224805629012506,0.947897815735279,30,12467,20,20
20,40,0.0324213028679392,0.0319952119462098,0.0255593322063409,0.0280289760740384,0.222468501593969,0.797308351828546,40,12468,20,20
20,50,0.0402564497194456,0.0395156364815437,0.0694367272802627,0.0118013873719042,0.223971262409769,0.804248272381733,50,12469,20,20
20,60,0.0225085184971124,0.0224614997417715,0.0539190763544599,0.0236494278193883,0.123646309269296,0.878577039494272,60,12470,20,20
20,70,0.0353511429165898,0.0368165977931508,0.0560363098573833,0.017430934460638,0.177113414492404,0.816172088659499,70,12471,20,20
20,80,0.0241215306957278,0.0247293219352073,0.021963453203453,0.0423327149378753,0.175592315443074,0.850652274213866,80,12472,20,20
20,90,0.0255642496468712,0.0250681627867278,0.0302841541802505,0.0584411678906107,0.127243408522019,0.507519308761924,89,12473,20,20
20,100,0.0276294733711061,0.0266383752840746,0.0170723309365971,0.0636459997423368,0.0733886822816073,0.617894900701362,99,12474,20,20
20,110,0.0181332617904968,0.0169674099376688,0.00479457081302478,0.0552217564010538,0.0839399617960042,0.413652734658065,110,12475,20,20
20,120,0.0121196972470251,0.0116092273368884,0.0182144978638648,0.0246589679363361,0.0687260705494128,0.616946502678037,118,12476,20,20
20,130,0.0149990029311913,0.0158267634734819,0.046350646426717,0.0160748172645384,0.0538289358505572,0.33483594789332,127,12477,20,20
20,140,0.0128250787923448,0.0124498749438025,0.0111224154513118,0.0116165846949696,0.0484705894488607,0.302544588955167,138,12478,20,20
20,150,0.0139642387958671,0.0141051637374142,0.0392450592368638,0.0159543157040776,0.0578811183256064,0.318107671650525,148,12479,20,20
20,160,0.0117822048824997,0.011215550702648,0.0290288646959138,0.00848953639146343,0.0658218390517549,0.35788758679305,158,12480,20,20
20,170,0.0159381528043893,0.0144695086088876,0.0567354405202849,0.0309041503915743,0.0412434298872559,0.265557340237044,168,12481,20,20
20,180,0.00738642281164049,0.00675161553655864,0.00963311214448509,0.00683396779155201,0.0234900127744863,0.307436936236908,178,12482,20,20
20,190,0.00711210446256314,0.00760741401592013,0.0240675019933146,0.0126612335040369,0.0507329657885309,0.386936104262721,188,12483,20,20
20,200,0.0050785013152438,0.00545481037924946,0.00316741857611418,0.00470328387372848,0.01890035450994,0.32061445076778,199,12484,20,20
20,10,0.323914840962101,0.324769889479851,0.323993128261483,0.187594167186368,0.886620353208941,0.998950669029718,10,12485,20,20
20,20,0.066557871484819,0.0681555080352441,0.0886119031368939,0.0959633485962951,0.578558058460265,0.96822037759641,20,12486,20,20
20,30,0.073807551218918,0.0736872608256913,0.075729654313044,0.0763875270160323,0.435182362241597,0.965756157908867,30,12487,20,20
20,40,0.0486168699710578,0.0504961701850889,0.0577166401395356,0.105509507172551,0.242048941795286,0.883408706744465,40,12488,20,20
20,50,0.0611839454378182,0.0615820303346597,0.0545926593861728,0.0653423588816067,0.247087813840164,0.761554777840698,50,12489,20,20
20,60,0.0319247044601706,0.0317006766708139,0.0329460515719104,0.0334564145803711,0.133701394344047,0.794942094944553,60,12490,20,20
20,70,0.026132431365744,0.0255296559738185,0.0168318162954042,0.0662160399313639,0.190295391796701,0.886602140336733,70,12491,20,20
20,80,0.0316588586948811,0.0300773805034399,0.0956818969444361,0.00473245400488015,0.108208697721623,0.859698579240235,80,12492,20,20
20,90,0.030404040633446,0.0301095645259877,0.0794609411045696,0.0224367616183419,0.147368516666169,0.438490938651105,90,12493,20,20
20,100,0.0261381380686179,0.0257118757631734,0.0132347697598515,0.0446864153809562,0.078802338661734,0.360791280596964,99,12494,20,20
20,110,0.0128586379321249,0.0129196130374271,0.0130151025196326,0.0448971039093373,0.105172160773186,0.552028295705903,109,12495,20,20
20,120,0.0138779329255295,0.0144388267108876,0.0264867674941322,0.0283923782638512,0.0210202642069045,0.586626322337754,118,12496,20,20
20,130,0.017025355429786,0.0171784126112536,0.0429875049520246,0.0355530136254407,0.0704619216303172,0.402465686686863,130,12497,20,20
20,140,0.0113532094538052,0.0116020553119386,0.0359759231659383,0.0406949627365916,0.0996103015464725,0.6041140095703,137,12498,20,20
20,150,0.00795413984543023,0.00763245080806165,0.0184724137808687,0.0151721703570467,0.0476983153391334,0.622001850661008,146,12499,20,20
20,160,0.0152086919927812,0.0144753485485646,0.0429304324716065,0.0426123703676269,0.091288530879922,0.637679988254021,157,12500,20,20
20,170,0.0100760065394054,0.0104180079265148,0.00734533129698143,0.029647380476665,0.0524352467395449,0.433756576890431,168,12501,20,20
20,180,0.00676120850206673,0.006351089944317,0.00830032260266221,0.00958105570946454,0.0425519963498357,0.433213145981427,176,12502,20,20
20,190,0.0178982231578833,0.0173758915699179,0.0470153642127428,0.00922024377139192,0.0580256614264891,0.514656509711064,186,12503,20,20
20,200,0.0140537641204608,0.0148001682009912,0.00275709435152626,0.10138026583875,0.0175173584402063,0.347196580324148,197,12504,20,20
20,10,0.185080328587474,0.185758349729046,0.188307868646779,0.190589192607142,0.886601114509755,0.982798464767022,10,12505,20,20
20,20,0.112816785070873,0.112812061288276,0.0533248989870615,0.110212028638336,0.609602417952091,0.93971894856692,20,12506,20,20
20,30,0.0406421015550569,0.0411176850906102,0.052746341816672,0.0255005717965856,0.13192836942544,0.83351755324418,30,12507,20,20
20,40,0.0534007106767857,0.0529123680685891,0.0149912391930348,0.11176999668178,0.209048772422602,0.907504157995737,40,12508,20,20
20,50,0.0242824739439371,0.0247490072421557,0.0180726833819633,0.0359480646130477,0.11093781474725,0.75070457282136,50,12509,20,20
20,60,0.0226940147906176,0.0227441287084421,0.096402424849127,0.0135402978711954,0.169906444781948,0.888616740091819,60,12510,20,20
20,70,0.0157937107930576,0.0161228427340765,0.011704981689336,0.0166426371820101,0.166973603896994,0.655316110020239,70,12511,20,20
20,80,0.016271423554356,0.0164706713252834,0.0149452220098476,0.0126621922687412,0.0774481759276278,0.809200443626789,80,12512,20,20
20,90,0.0191700060625813,0.0197071804091016,0.0420736419261991,0.0129096460971021,0.0523487364210955,0.630707232764833,90,12513,20,20
20,100,0.0100826009912472,0.0101974568137552,0.00543135460858109,0.0144508809804961,0.0510112154638242,0.395563396064573,99,12514,20,20
20,110,0.0177920004639551,0.0165661095180714,0.0577794869590064,0.0317603193770258,0.0846742809739228,0.488764798093325,110,12515,20,20
20,120,0.0154557723565192,0.0162514799852998,0.0189217926593586,0.0116275712391296,0.096372675587181,0.505623621390131,120,12516,20,20
20,130,0.00573604689384296,0.00580998500247951,0.0112139835891377,0.00894887137515066,0.0371469968916287,0.4081943895933,129,12517,20,20
20,140,0.0149333246271329,0.0155449515249569,0.0093270238347219,0.0147153443085248,0.0418285844874101,0.426232118744797,139,12518,20,20
20,150,0.00801456622354061,0.00770321704414368,0.0149714917658045,0.0104500271439676,0.0183846388073859,0.464413128112989,148,12519,20,20
20,160,0.0225959852093394,0.0235112389208181,0.139970324160278,0.0748039036348309,0.062179689433219,0.567960252481615,156,12520,20,20
20,170,0.0114866955524237,0.0118031066674033,0.00592686423432488,0.0255097432729984,0.0269568870114373,0.458452768857644,168,12521,20,20
20,180,0.00956309528732102,0.00962528852964733,0.00506893393022662,0.0143389440853333,0.0678956513218369,0.501772171893327,173,12522,20,20
20,190,0.0113355219148878,0.0105875188015413,0.0988272326351174,0.0150093870946943,0.0235819701303375,0.38122252369056,186,12523,20,20
20,200,0.00504156122562061,0.00436985236358502,0.00479586070651749,0.0156581887695759,0.0153105379375475,0.316051662712523,198,12524,20,20
20,10,0.156299962629738,0.156618955091288,0.181465937108781,0.169971560727441,0.674077909375752,0.942822752551115,10,12525,20,20
20,20,0.0596707591129,0.0599151134698947,0.0650069989081942,0.067851406079107,0.378151893760848,0.846938522195972,20,12526,20,20
20,30,0.0576619945707005,0.0582062254803113,0.103759173410288,0.0189906346822677,0.313734843073505,0.887549660140002,30,12527,20,20
20,40,0.0382377219779807,0.0376663455569522,0.0529012938472323,0.06153613388435,0.308939191123141,0.893575297228838,40,12528,20,20
20,50,0.0282402802764427,0.027684603885474,0.0451592987747236,0.0302665221683778,0.134314405397931,0.812287076093291,50,12529,20,20
20,60,0.0309422683228253,0.0299543592315422,0.0523239905534686,0.0390543949960121,0.0725324169791689,0.49014208056175,60,12530,20,20
20,70,0.0174190530205029,0.0173445956047446,0.0149993460674231,0.0131417344095042,0.0781566197251598,0.756677128093921,70,12531,20,20
20,80,0.0375712488517954,0.0373495400177101,0.0395833812971597,0.0324024894161395,0.100777270199309,0.56649239878938,80,12532,20,20
20,90,0.0199388249243643,0.0208226206655077,0.0128842213035664,0.0513365687913501,0.0949112905473962,0.443115847419383,90,12533,20,20
20,100,0.0258864677687337,0.0257367422778629,0.0255736314309468,0.0219331300479835,0.060922997293846,0.500798277361275,99,12534,20,20
20,110,0.0129781220089134,0.0130881876825315,0.0325961526765385,0.0130750624148853,0.0815386685899582,0.304195991085875,110,12535,20,20
20,120,0.0112748182586482,0.0109490470288799,0.0108823050575226,0.0220246841464805,0.0370321086008379,0.395524528948555,117,12536,20,20
20,130,0.012303665050724,0.0127809211322913,0.0183208762982172,0.0117140986195987,0.0376198149850487,0.494230707875803,129,12537,20,20
20,140,0.0155445306260144,0.0151434314841299,0.0723277603344224,0.00873258152207201,0.0541387161250884,0.349182545705354,138,12538,20,20
20,150,0.00835228846304012,0.00905773227448254,0.00853197877151813,0.0328924075344239,0.0551276770828922,0.455985699635352,148,12539,20,20
20,160,0.0136588644052456,0.0125125998177287,0.0173425645187816,0.0236134975192325,0.0477965847365354,0.323193484191161,159,12540,20,20
20,170,0.0131038741861906,0.012967479230802,0.00504891103642749,0.0662191883416951,0.0170775373697353,0.210695231107723,168,12541,20,20
20,180,0.00705119284098428,0.00631069725912332,0.0661221178813259,0.00302145441507576,0.0398643984690498,0.628519514162707,177,12542,20,20
20,190,0.00733485996475468,0.00789142895943379,0.0249363288914797,0.0158408239739237,0.0351394138633586,0.384637677733868,187,12543,20,20
20,200,0.0122058432090718,0.0112768602747484,0.0272599975577786,0.0298674691753687,0.0512590727419216,0.42835136633843,197,12544,20,20
